epoch,train_loss,val_loss,val_wer,val_exact,gpu_memory_GB,learning_rate
1,9.203194551169872,4.948377835507295,1.0,0.0,0.18394994735717773,9.996530663083254e-05
2,4.809490904211998,4.70948823415316,0.9267277167277168,0.0,0.18192243576049805,9.986128001799077e-05
3,4.655703356862068,4.6045467293992335,0.9073260073260074,0.0,0.18192243576049805,9.96880805629717e-05
4,4.5657321179906525,4.514378764191452,0.9073260073260074,0.0,0.18192243576049805,9.94459753267812e-05
5,4.480872975289822,4.443476749926197,0.8950183150183152,0.0,0.18192243576049805,9.913533761814537e-05
6,4.4001875574390095,4.39744897521272,0.8464713064713066,0.0,0.18192243576049805,9.875664641789545e-05
7,4.297623532513778,4.362820844261014,0.8329670329670334,0.0,0.18192243576049805,9.831048564041413e-05
8,4.212929159899553,4.339940071105957,0.8329670329670334,0.0,0.18192243576049805,9.779754323328192e-05
9,4.11762805134058,4.320010766691091,0.8349328449328453,0.0,0.18192243576049805,9.72186101165118e-05
10,3.9950582896669706,4.381353614281635,0.8321123321123325,0.0,0.18192243576049805,9.657457896300791e-05
11,3.879996256530285,4.280697104882221,0.8322832722832727,0.0,0.18192243576049805,9.586644282212866e-05
12,3.7612782562772433,4.32977308789078,0.8339926739926743,0.0,0.18192243576049805,9.509529358847655e-05
13,3.6488496040304503,4.329837857460489,0.8365567765567768,0.0,0.18192243576049805,9.426232031827588e-05
14,3.5333407990634442,4.492125440616997,0.8524908424908427,0.0,0.18192243576049805,9.336880739593415e-05
15,3.4198808307449022,4.236388109168228,0.8273626373626379,0.0,0.18192243576049805,9.241613255361455e-05
16,3.3276435295740763,4.30740753485232,0.8403907203907206,0.0,0.18192243576049805,9.140576474687264e-05
17,3.172466556727886,4.268132370345446,0.840781440781441,0.0,0.18192243576049805,9.033926188963352e-05
18,3.072101752956708,4.453311139223527,0.8470207570207574,0.0,0.18192243576049805,8.92182684520014e-05
16,3.242993088563283,4.2362578791015,0.852576312576313,0.0,0.18192243576049805,9.140576474687264e-05
17,3.1227310240268706,4.490275991206267,0.8468498168498172,0.0,0.18192243576049805,9.033926188963352e-05
18,3.035370511809985,4.334300892693656,0.8357020757020759,0.005128205128205128,0.18192243576049805,8.92182684520014e-05
19,2.891915655384461,4.24258757367426,0.8450915750915755,0.005128205128205128,0.18192243576049805,8.804451292460586e-05
20,2.7815157840649287,4.501730325270672,0.8604884004884009,0.0,0.18192243576049805,8.681980515339465e-05
21,2.683980493992567,4.235752784475988,0.8455677655677658,0.0,0.18192243576049805,8.55460335489824e-05
22,2.5879100444416205,4.46561124860024,0.8816849816849817,0.005128205128205128,0.18192243576049805,8.422516217485829e-05
23,2.4944120831787586,4.565299554746979,0.8856166056166058,0.0,0.18192243576049805,8.285922771894254e-05
24,2.395705002049605,4.380664804760291,0.893943833943834,0.005128205128205128,0.18192243576049805,8.145033635316131e-05
25,2.315442368388176,4.361816802803351,0.8464224664224664,0.005128205128205128,0.18192243576049805,8.000066048588211e-05
26,2.2059644957383475,4.38967459785695,0.8519658119658121,0.010256410256410256,0.18192243576049805,7.851243541221771e-05
27,2.0819239197919766,4.539151089532035,0.8563736263736265,0.020512820512820513,0.18192243576049805,7.698795586736299e-05
28,2.0154298794766268,4.72806704044342,0.8689865689865692,0.010256410256410256,0.18192243576049805,7.542957248827961e-05
29,1.9631008998801311,4.622581228917959,0.8506227106227109,0.020512820512820513,0.18192243576049805,7.383968818918428e-05
30,1.8621057853102685,4.444204903378779,0.8583028083028086,0.015384615384615385,0.18192243576049805,7.222075445642905e-05
31,1.7656137312451998,4.686728246357976,0.868485958485959,0.005128205128205128,0.18192243576049805,7.057526756848719e-05
32,1.6141867965459824,4.526003507935271,0.8409279609279613,0.05641025641025641,0.18192243576049805,6.890576474687264e-05
33,1.498811095704635,4.544044610188932,0.8758485958485959,0.02564102564102564,0.18192243576049805,6.721482024392836e-05
34,1.535383978486061,4.6653644564200425,0.8413919413919416,0.02564102564102564,0.18192243576049805,6.550504137351577e-05
35,1.4504277827839056,4.426472122571906,0.8220757020757022,0.046153846153846156,0.18192243576049805,6.37790644907258e-05
36,1.379298446017007,4.82619495294532,0.8719169719169721,0.02564102564102564,0.18192243576049805,6.203955092681042e-05
37,1.2998142462223767,4.5896227262458025,0.8274969474969476,0.046153846153846156,0.18192243576049805,6.0289182885602724e-05
38,1.2376952801520626,4.679248261816648,0.8248107448107449,0.035897435897435895,0.18192243576049805,5.853065930775305e-05
39,1.156112707220018,4.6865420171192715,0.8487057387057391,0.041025641025641026,0.18192243576049805,5.676669170915811e-05
40,1.121672873881956,4.726075841456043,0.8479853479853482,0.02564102564102564,0.18192243576049805,5.5000000000000016e-05
41,1.0548896292224526,4.583904776037956,0.8317460317460318,0.046153846153846156,0.18192243576049805,5.323330829084194e-05
42,0.9696559288849433,4.575286950383868,0.8131807081807083,0.07179487179487179,0.18192243576049805,5.1469340692247e-05
43,0.9568385981023312,4.86358287383099,0.8161416361416364,0.046153846153846156,0.18192243576049805,4.9710817114397334e-05
44,0.9243760203942657,4.663754898066423,0.8053540903540904,0.06666666666666667,0.18192243576049805,4.796044907318965e-05
45,0.8655881611009438,4.656350558509632,0.7809584859584863,0.07692307692307693,0.18192243576049805,4.6220935509274256e-05
46,0.830734545054535,4.756265165854473,0.8300549450549449,0.06153846153846154,0.18192243576049805,4.449495862648428e-05
47,0.7764624177167813,5.145140656403133,0.8634432234432236,0.035897435897435895,0.18192243576049805,4.278517975607167e-05
48,0.7365533133968711,4.8968057206698825,0.8010439560439561,0.05641025641025641,0.18192243576049805,4.109423525312739e-05
